PV,Hydropower
0,-0.481979611
0,-0.450239338
0,-0.450239338
0,-0.386758791
0,-0.809962433
0,-0.767642069
0,-0.788802251
0,-0.661841159
0,-0.683001341
0,-0.47139952
0,-0.651261067
0,-0.809962433
0,-0.799382342
0,-0.77822216
0,-0.67242125
0,0.237466581
0,0.480808675
0,0.216306399
0,-0.17515697
0,-0.619520794
0,-0.757061978
0,-0.831122615
0,-0.481979611
0,-0.640680976
0,-0.809962433
0,-0.767642069
0,-0.852282797
0,-0.767642069
0,-0.757061978
0,-0.460819429
0,0.004704578
0.13378,-0.217477334
0.13378,-0.450239338
0.13378,-0.439659246
0.13378,-0.3761787
0.11774,-0.545460157
0.11774,-0.3761787
0.11774,-0.735901796
0.11774,-0.714741614
0.17309,-0.746481887
0.17309,-0.820542524
0.17309,-0.746481887
0.17309,-0.566620339
0.36183,-0.556040248
0.36183,-0.820542524
0.36183,-0.333858336
0.36183,0.554869312
0.23835,0.036444851
0.23835,-0.228057426
0.23835,-0.153996788
0.23835,-0.291537972
0.055,-0.524299975
0.055,-0.746481887
0.055,-0.788802251
0.055,-0.788802251
0.065826,-0.661841159
0.065826,-0.513719884
0.065826,-0.534880066
0.065826,-0.704161523
0.048348,-0.746481887
0.048348,-0.704161523
0.048348,-0.820542524
0.048348,-0.587780521
0.00015652,-0.503139793
0.00015652,-0.630100885
0.00015652,-0.460819429
0.00015652,-0.492559702
0,-0.450239338
0,-0.524299975
0,-0.196317152
0,-0.513719884
0,-0.788802251
0,-0.77822216
0,-0.841702706
0,-0.77822216
0,-0.809962433
0,-0.450239338
0,-0.693581432
0,-0.746481887
0,-0.460819429
0,-0.503139793
0,-0.450239338
0,0.205726308
0,-0.407918973
0,-0.27037779
0,-0.111676424
0,-0.143416697
0,-0.143416697
0,-0.132836606
0,0.047024942
0,0.110505488
0,-0.651261067
0,-0.757061978
0,-0.503139793
0,-0.47139952
0,-0.460819429
0,-0.185737061
0,-0.397338882
0,-0.767642069
0,-0.767642069
0,-0.788802251
0,-0.735901796
0,-0.534880066
0,-0.407918973
0,-0.608940703
0,-0.693581432
0,-0.693581432
0,-0.640680976
0,-0.418499064
0,-0.122256515
0,-0.164576879
0,0.205726308
0,0.311527218
0,0.279786945
0,-0.132836606
0,-0.735901796
0,-0.344438427
0,-0.566620339
0,-0.640680976
0,-0.67242125
0,-0.735901796
0,-0.661841159
0,-0.608940703
0,-0.3761787
0,-0.608940703
0,-0.735901796
0,-0.397338882
