PV,Hydropower
0.092696,-0.249217608
0.092696,-0.016455605
0.092696,-0.005875513
0,-0.217477334
0,-0.291537972
0,-0.259797699
0,-0.238637517
0,-0.090516242
0,0.057605033
0,-0.259797699
0,-0.344438427
0,-0.566620339
0,-0.651261067
0,-0.365598609
0,-0.291537972
0,-0.344438427
0,0.078765215
0,0.015284669
0,0.078765215
0,0.205726308
0,0.322107309
0,0.13166567
0,0.02586476
0,-0.355018518
0,-0.566620339
0,-0.439659246
0,-0.259797699
0,-0.47139952
0,-0.640680976
0,-0.556040248
0,-0.534880066
0,-0.249217608
0,0.078765215
0,-0.143416697
0,-0.259797699
0,-0.238637517
0,-0.312698154
0,-0.228057426
0,0.047024942
0,0.004704578
0,-0.238637517
0,-0.312698154
0,-0.238637517
0,-0.005875513
0,0.353847582
0,0.364427673
0,0.036444851
0,-0.249217608
0,-0.598360612
0,-0.608940703
0,-0.3761787
0.00076957,-0.344438427
0.00076957,-0.556040248
0.00076957,-0.587780521
0.00076957,-0.630100885
0.031696,-0.57720043
0.031696,-0.513719884
0.031696,-0.259797699
0.031696,-0.492559702
0.068652,-0.630100885
0.068652,-0.566620339
0.068652,-0.545460157
0.068652,-0.238637517
0.093783,0.089345306
0.093783,-0.132836606
0.093783,-0.249217608
0.093783,-0.259797699
0.1547,-0.312698154
0.1547,-0.132836606
0.1547,0.142245761
0.1547,-0.027035696
0.20109,-0.259797699
0.20109,-0.280957881
0.20109,-0.566620339
0.20109,-0.566620339
0.15648,-0.429079155
0.15648,-0.280957881
0.15648,-0.481979611
0.15648,-0.640680976
0.13074,-0.566620339
0.13074,-0.598360612
0.13074,-0.481979611
0.13074,-0.249217608
0.011087,-0.513719884
0.011087,-0.587780521
0.011087,-0.566620339
0.011087,-0.640680976
0.087696,-0.524299975
0.087696,-0.259797699
0.087696,-0.280957881
0.087696,-0.238637517
0.043087,-0.280957881
0.043087,-0.280957881
0.043087,-0.238637517
0.043087,0.015284669
0.019783,-0.005875513
0.019783,-0.249217608
0.019783,-0.323278245
0.019783,-0.228057426
0,-0.238637517
0,-0.048195878
0,0.385587855
0,0.861691953
0,1.433016869
0,0.84053177
0,0.639510041
0,0.523129039
0,0.3326874
0,0.385587855
0,0.512548948
0,0.501968857
0,0.660670223
0,0.904012317
0,0.956912772
0,0.544289221
0,0.755891042
0,0.745310951
0,0.565449403
0,0.512548948
0,-0.122256515
0,-0.3761787
0,0.036444851
0,0.248046672
0,0.417328129
0,0.163405943
0,0.279786945
0,0.248046672
0,-0.164576879
0,-0.57720043
0,-0.259797699
0,-0.386758791
0,-0.556040248
0,-0.513719884
0,-0.608940703
0,-0.57720043
0,-0.513719884
0,-0.249217608
0,-0.407918973
0,-0.312698154
0,0.322107309
0,0.396167946
0,0.406748037
0,0.459648493
0,0.163405943
0,-0.57720043
0,-0.587780521
0,-0.630100885
0.0014522,-0.566620339
0.0014522,-0.492559702
0.0014522,-0.27037779
0.0014522,1.718679328
0.031913,12.07658847
0.031913,0.449068402
0.031913,-0.333858336
0.031913,-0.249217608
0.077783,-0.164576879
0.077783,-0.429079155
0.077783,-0.566620339
0.077783,-0.587780521
0.098,-0.291537972
0.098,-0.429079155
0.098,-0.397338882
0.098,-0.280957881
0.1367,-0.492559702
0.1367,-0.249217608
0.1367,-0.238637517
0.1367,-0.312698154
0.1347,-0.153996788
0.1347,0.047024942
0.1347,-0.153996788
0.1347,-0.460819429
0.14117,-0.630100885
0.14117,-0.57720043
0.14117,-0.566620339
0.14117,-0.333858336
0.12226,-0.333858336
0.12226,-0.630100885
0.12226,-0.57720043
0.12226,-0.587780521
0.11404,-0.608940703
0.11404,-0.027035696
0.11404,0.015284669
0.11404,0.3326874
0.084043,-0.259797699
0.084043,-0.228057426
0.084043,-0.355018518
0.084043,-0.534880066
0.046783,-0.27037779
0.046783,-0.450239338
0.046783,-0.640680976
0.046783,-0.566620339
0.0096087,-0.566620339
0.0096087,-0.450239338
0.0096087,0.068185124
0.0096087,-0.058775969
0,-0.249217608
0,-0.259797699
0,-0.312698154
0,-0.280957881
0,-0.090516242
0,-0.355018518
0,-0.566620339
0,-0.619520794
0,-0.598360612
0,-0.566620339
0,-0.492559702
0,-0.259797699
0,-0.122256515
0,0.089345306
0,0.121085579
0,0.3326874
0,0.459648493
0,0.681830405
0,0.554869312
0,0.216306399
0,-0.513719884
0,-0.503139793
0,-0.598360612
0,-0.302118063
0,-0.365598609
0,-0.640680976
0,-0.57720043
0,-0.323278245
0,-0.312698154
0,-0.016455605
0,-0.005875513
0,-0.249217608
0,-0.249217608
0,-0.57720043
0,-0.524299975
0,-0.481979611
0,-0.312698154
0,-0.47139952
0,-0.640680976
0,-0.57720043
0,-0.048195878
0,0.068185124
0,0.554869312
0,0.544289221
0,0.121085579
0,-0.249217608
0,-0.545460157
0,-0.57720043
0.0062609,-0.386758791
0.0062609,-0.312698154
0.0062609,-0.57720043
0.0062609,-0.640680976
0.23622,-0.57720043
0.23622,-0.3761787
0.23622,-0.122256515
0.23622,0.036444851
0.4593,-0.228057426
0.4593,-0.47139952
0.4593,-0.397338882
0.4593,0.258626763
0.46383,-0.344438427
0.46383,0.02586476
0.46383,0.3326874
0.46383,-0.27037779
0.54743,0.121085579
0.54743,0.279786945
0.54743,0.02586476
0.54743,0.22688649
0.35748,-0.005875513
0.35748,-0.228057426
0.35748,0.047024942
0.35748,0.068185124
0.26417,-0.111676424
0.26417,-0.027035696
0.26417,0.3326874
0.26417,0.089345306
0.034522,-0.037615787
0.034522,-0.079936151
0.034522,0.195146216
0.034522,0.269206854
0.47943,0.248046672
0.47943,-0.122256515
0.47943,-0.196317152
0.47943,-0.249217608
0.29517,-0.228057426
0.29517,-0.397338882
0.29517,-0.196317152
0.29517,-0.259797699
0.22691,-0.524299975
0.22691,-0.492559702
0.22691,-0.47139952
0.22691,-0.17515697
0.10457,0.470228584
0.10457,0.02586476
0.10457,-0.132836606
0.10457,-0.217477334
0,-0.344438427
0,-0.132836606
0,-0.355018518
0,-0.037615787
0,0.121085579
0,-0.17515697
0,-0.101096333
0,-0.132836606
0,-0.153996788
0,0.036444851
0,0.13166567
0,-0.048195878
0,-0.005875513
0,0.195146216
0,0.22688649
0,0.195146216
0,0.597189676
0,0.449068402
0,0.173986034
0,0.216306399
0,-0.249217608
0,-0.429079155
0,-0.217477334
0,-0.185737061
0,-0.17515697
0,-0.143416697
0,-0.132836606
0,-0.101096333
0,-0.090516242
0,0.205726308
0,-0.058775969
0,-0.492559702
0,-0.429079155
0,-0.481979611
0,-0.439659246
0,-0.132836606
0,-0.280957881
0,-0.439659246
0,-0.450239338
0,-0.439659246
0,0.142245761
0,0.554869312
0,0.861691953
0,0.576029494
0,0.237466581
0,-0.111676424
0,-0.111676424
0,-0.164576879
0.0064783,-0.027035696
0.0064783,-0.323278245
0.0064783,-0.344438427
0.0064783,-0.386758791
0.20778,-0.365598609
0.20778,-0.333858336
0.20778,-0.06935606
0.20778,-0.153996788
0.41639,-0.355018518
0.41639,-0.016455605
0.41639,-0.005875513
0.41639,-0.06935606
0.58839,0.22688649
0.58839,0.237466581
0.58839,-0.291537972
0.58839,-0.323278245
0.69661,-0.386758791
0.69661,-0.323278245
0.69661,-0.280957881
0.69661,-0.016455605
0.75961,-0.249217608
0.75961,-0.3761787
0.75961,-0.333858336
0.75961,-0.101096333
0.76583,-0.016455605
0.76583,0.3326874
0.76583,0.13166567
0.76583,0.004704578
0.72578,-0.037615787
0.72578,-0.027035696
0.72578,0.015284669
0.72578,-0.122256515
0.0062609,-0.027035696
0.0062609,-0.355018518
0.0062609,-0.344438427
0.0062609,-0.323278245
0.48243,-0.386758791
0.48243,-0.206897243
0.48243,-0.037615787
0.48243,-0.249217608
0.30243,-0.312698154
0.30243,-0.333858336
0.30243,-0.238637517
0.30243,0.004704578
0.10187,0.279786945
0.10187,0.195146216
0.10187,-0.016455605
0.10187,-0.058775969
3.91E-05,0.015284669
3.91E-05,-0.228057426
3.91E-05,-0.101096333
3.91E-05,-0.048195878
0,-0.397338882
0,-0.333858336
0,-0.365598609
0,-0.365598609
0,-0.196317152
0,-0.090516242
0,-0.249217608
0,-0.280957881
0,0.554869312
0,0.639510041
0,0.650090132
0,0.967492863
0,0.745310951
0,0.988653045
0,0.501968857
0,0.13166567
0,-0.238637517
0,-0.143416697
0,-0.280957881
0,0.205726308
0,-0.439659246
0,-0.513719884
0,0.121085579
0,-0.280957881
0,-0.196317152
0,-0.3761787
0,-0.217477334
0,-0.132836606
0,-0.153996788
0,0.068185124
0,0.163405943
0,-0.196317152
0,-0.460819429
0,-0.503139793
0,-0.503139793
0,-0.3761787
0,0.279786945
0,0.3326874
0,0.205726308
0,0.13166567
0,0.121085579
0,-0.132836606
0,0.22688649
0,0.036444851
0.0076957,-0.217477334
0.0076957,-0.153996788
0.0076957,-0.196317152
0.0076957,-0.17515697
0.23352,0.121085579
0.23352,-0.164576879
0.23352,-0.460819429
0.23352,-0.47139952
0.447,-0.534880066
0.447,-0.47139952
0.447,-0.280957881
0.447,-0.217477334
0.62426,-0.450239338
0.62426,-0.503139793
0.62426,-0.439659246
0.62426,-0.386758791
0.074739,-0.206897243
0.074739,0.248046672
0.074739,-0.016455605
0.074739,-0.090516242
0.081435,-0.090516242
0.081435,-0.185737061
0.081435,-0.058775969
0.081435,0.13166567
0.82143,-0.407918973
0.82143,-0.450239338
0.82143,-0.481979611
0.82143,-0.481979611
0.77017,-0.450239338
0.77017,-0.17515697
0.77017,-0.27037779
0.77017,-0.439659246
0.66574,-0.503139793
0.66574,-0.450239338
0.66574,-0.439659246
0.66574,0.152825852
0.50539,0.121085579
0.50539,-0.185737061
0.50539,-0.122256515
0.50539,-0.17515697
0.30752,-0.143416697
0.30752,0.047024942
0.30752,0.078765215
0.30752,-0.429079155
0.103,-0.503139793
0.103,-0.492559702
0.103,-0.47139952
0.103,-0.27037779
0.0001,0.449068402
0.0001,0.385587855
0.0001,-0.429079155
0.0001,-0.608940703
0,-0.661841159
0,-0.619520794
0,-0.619520794
0,2.258263971
0,12.31993056
0,1.866800602
0,-0.355018518
0,-0.27037779
0,4.247321088
0,5.887235201
0,5.495771832
0,5.252429738
0,5.188949192
0,5.188949192
0,5.136048737
0,5.157208919
0,4.913866825
0,4.659944639
0,4.448342818
0,4.406022454
0,1.44359696
0,-0.312698154
0,-0.027035696
0,-0.037615787
0,-0.27037779
0,-0.259797699
0,-0.312698154
0,-0.386758791
0,-0.407918973
0,-0.365598609
0,-0.545460157
0,-0.503139793
0,-0.492559702
0,-0.503139793
0,-0.450239338
0,-0.217477334
0,0.152825852
0,0.121085579
0,0.163405943
0,0.173986034
0,0.459648493
0,0.237466581
0,-0.048195878
0,-0.185737061
0.0093043,-0.280957881
0.0093043,-0.513719884
0.0093043,-0.524299975
0.0093043,-0.333858336
0.020957,-0.228057426
0.020957,-0.566620339
0.020957,-0.513719884
0.020957,-0.513719884
0.40474,-0.57720043
0.40474,-0.333858336
0.40474,0.089345306
0.40474,-0.164576879
0.056,-0.185737061
0.056,-0.196317152
0.056,-0.185737061
0.056,-0.323278245
0.6903,-0.249217608
0.6903,-0.355018518
0.6903,-0.513719884
0.6903,-0.513719884
0.74539,-0.503139793
0.74539,-0.556040248
0.74539,-0.206897243
0.74539,-0.280957881
0.74191,-0.460819429
0.74191,-0.164576879
0.74191,-0.249217608
0.74191,-0.17515697
0.69735,0.004704578
0.69735,0.068185124
0.69735,-0.164576879
0.69735,-0.217477334
0.59991,-0.17515697
0.59991,-0.386758791
0.59991,-0.460819429
0.59991,-0.17515697
0.45083,-0.450239338
0.45083,-0.481979611
0.45083,-0.503139793
0.45083,-0.545460157
0.26448,-0.503139793
0.26448,-0.206897243
0.26448,0.184566125
0.26448,-0.355018518
0.089304,0.724150769
0.089304,0.300947127
0.089304,-0.027035696
0.089304,0.396167946
0.00011304,0.110505488
0.00011304,-0.206897243
0.00011304,-0.365598609
0.00011304,-0.524299975
0,-0.492559702
0,-0.302118063
0,-0.249217608
0,-0.439659246
0,-0.513719884
0,-0.534880066
0,-0.492559702
0,-0.333858336
0,0.523129039
0,0.650090132
0,0.491388766
0,0.544289221
0,0.438488311
0,0.501968857
0,0.787631315
0,0.639510041
0,-0.344438427
0,-0.524299975
0,-0.47139952
0,-0.492559702
0,-0.3761787
0,-0.185737061
0,-0.503139793
0,-0.481979611
0,-0.524299975
0,-0.534880066
0,-0.429079155
0,0.089345306
0,-0.005875513
0,-0.196317152
0,-0.122256515
0,-0.206897243
0,-0.196317152
0,-0.016455605
0,-0.228057426
0,-0.418499064
0,0.142245761
0,0.269206854
0,0.3326874
0,0.311527218
0,0.491388766
0,-0.037615787
0,-0.492559702
0,-0.545460157
0.020348,-0.503139793
0.020348,-0.460819429
0.020348,0.089345306
0.020348,-0.005875513
0.25004,-0.238637517
0.25004,-0.17515697
0.25004,-0.228057426
0.25004,-0.196317152
0.029217,0.036444851
0.029217,-0.27037779
0.029217,-0.481979611
0.029217,-0.556040248
0.47909,-0.492559702
0.47909,-0.460819429
0.47909,-0.407918973
0.47909,-0.185737061
0.0044348,-0.47139952
0.0044348,-0.481979611
0.0044348,-0.503139793
0.0044348,-0.492559702
0.21083,-0.534880066
0.21083,0.015284669
0.21083,0.02586476
0.21083,-0.217477334
0.48022,-0.164576879
0.48022,-0.217477334
0.48022,-0.164576879
0.48022,-0.143416697
0.45326,-0.206897243
0.45326,-0.481979611
0.45326,-0.524299975
0.45326,-0.481979611
0.39743,-0.556040248
0.39743,-0.407918973
0.39743,-0.196317152
0.39743,-0.418499064
0.083261,-0.481979611
0.083261,-0.556040248
0.083261,-0.27037779
0.083261,-0.217477334
0.16417,0.099925397
0.16417,0.047024942
0.16417,-0.185737061
0.16417,-0.153996788
0.10352,-0.17515697
0.10352,-0.407918973
0.10352,-0.3761787
0.10352,-0.06935606
0.00019565,-0.06935606
0.00019565,-0.439659246
0.00019565,-0.556040248
0.00019565,-0.481979611
0,-0.355018518
0,-0.185737061
0,-0.206897243
0,-0.196317152
0,-0.196317152
0,-0.196317152
0,-0.17515697
0,0.470228584
0,0.84053177
0,0.343267491
0,0.195146216
0,0.110505488
0,0.173986034
0,0.163405943
0,0.501968857
0,0.279786945
0,-0.249217608
0,-0.513719884
0,-0.513719884
0,-0.492559702
0,-0.302118063
0,-0.217477334
0,-0.238637517
0,-0.164576879
0,-0.238637517
0,-0.164576879
0,-0.228057426
0,-0.164576879
0,-0.418499064
0,-0.503139793
0,-0.513719884
0,-0.450239338
0,-0.492559702
0,-0.280957881
0,-0.249217608
0,-0.545460157
0,0.375007764
0,0.501968857
0,0.576029494
0,0.544289221
0,0.766471133
0,-0.206897243
0,-0.513719884
0,-0.524299975
0.012565,-0.534880066
0.012565,-0.524299975
0.012565,-0.27037779
0.012565,-0.302118063
0.22065,-0.545460157
0.22065,-0.503139793
0.22065,-0.57720043
0.22065,-0.503139793
0.039435,-0.418499064
0.039435,0.13166567
0.039435,-0.185737061
0.039435,-0.185737061
0.053522,-0.228057426
0.053522,-0.090516242
0.053522,-0.291537972
0.053522,-0.206897243
0.66726,-0.333858336
0.66726,-0.312698154
0.66726,-0.3761787
0.66726,-0.545460157
0.72317,-0.47139952
0.72317,-0.249217608
0.72317,0.057605033
0.72317,-0.513719884
0.72504,-0.481979611
0.72504,-0.259797699
0.72504,-0.143416697
0.72504,-0.206897243
0.65161,0.787631315
0.65161,-0.058775969
0.65161,-0.153996788
0.65161,-0.185737061
0.57887,-0.27037779
0.57887,-0.47139952
0.57887,-0.355018518
0.57887,-0.17515697
0.41422,-0.545460157
0.41422,-0.47139952
0.41422,-0.545460157
0.41422,-0.492559702
0.23835,-0.47139952
0.23835,-0.196317152
0.23835,-0.365598609
0.23835,-0.566620339
0.0072609,-0.164576879
0.0072609,-0.058775969
0.0072609,0.015284669
0.0072609,0.163405943
0.00018696,0.512548948
0.00018696,-0.17515697
0.00018696,-0.302118063
0.00018696,-0.513719884
0,-0.545460157
0,-0.259797699
0,0.385587855
0,-0.291537972
0,-0.47139952
0,-0.407918973
0,-0.450239338
0,0.036444851
0,0.480808675
0,0.713570678
0,0.501968857
0,0.42790822
0,0.501968857
0,0.449068402
0,0.459648493
0,0.470228584
0,-0.185737061
0,-0.492559702
0,-0.556040248
0,-0.492559702
0,-0.545460157
0,-0.27037779
0,-0.228057426
0,-0.534880066
0,-0.481979611
0,-0.323278245
0,-0.153996788
0,-0.153996788
0,0.13166567
0,-0.048195878
0,-0.217477334
0,-0.280957881
0,-0.545460157
0,-0.460819429
0,-0.312698154
0,-0.185737061
0,0.078765215
0,0.216306399
0,0.184566125
0,0.121085579
0,0.237466581
0,-0.079936151
0,-0.386758791
0,-0.249217608
0.013174,-0.217477334
0.013174,-0.185737061
0.013174,-0.238637517
0.013174,1.824480238
0.2353,11.64280473
0.2353,11.31482191
0.2353,11.56874409
0.2353,-0.005875513
0.433,-0.566620339
0.433,-0.439659246
0.433,-0.206897243
0.433,-0.153996788
0.5957,-0.17515697
0.5957,-0.164576879
0.5957,-0.153996788
0.5957,-0.228057426
0.70878,0.057605033
0.70878,-0.217477334
0.70878,-0.481979611
0.70878,-0.524299975
0.76835,-0.503139793
0.76835,-0.481979611
0.76835,-0.503139793
0.76835,-0.153996788
0.77178,-0.407918973
0.77178,-0.481979611
0.77178,-0.513719884
0.77178,-0.132836606
0.72557,-0.143416697
0.72557,-0.06935606
0.72557,0.121085579
0.72557,-0.206897243
0.63635,-0.196317152
0.63635,-0.17515697
0.63635,-0.556040248
0.63635,-0.481979611
0.48848,-0.196317152
0.48848,-0.344438427
0.48848,-0.397338882
0.48848,-0.534880066
0.31191,-0.492559702
0.31191,-0.566620339
0.31191,-0.291537972
0.31191,-0.238637517
0.10909,-0.503139793
0.10909,-0.132836606
0.10909,-0.079936151
0.10909,-0.027035696
0.00024348,-0.06935606
0.00024348,0.279786945
0.00024348,0.099925397
0.00024348,0.163405943
0,0.13166567
0,-0.333858336
0,-0.344438427
0,-0.217477334
0,-0.450239338
0,-0.503139793
0,-0.566620339
0,-0.238637517
0,0.459648493
0,3.094091164
0,5.897815292
0,5.580412561
0,4.088619723
0,4.448342818
0,3.96165863
0,3.919338266
0,3.316273076
0,3.591355443
0,3.284532803
0,3.115251346
0,3.221052257
0,3.083511073
0,2.935389798
0,2.882489343
0,3.337433258
0,3.020030527
0,2.840168979
0,2.416965337
0,2.163043152
0,2.24768388
0,2.3429047
0,2.501606065
0,2.205363516
0,2.163043152
0,2.226523698
0,2.163043152
0,2.787268524
0,3.7606369
0,3.062350891
0,2.819008797
0,3.062350891
0,2.480445883
0,2.438125519
0,2.628567158
0.015652,2.480445883
0.015652,2.152463061
0.015652,2.088982514
0.015652,2.067822332
0.19665,2.120722787
0.19665,2.057242241
0.19665,2.459285701
0.19665,2.311164426
0.37039,2.395805155
0.37039,2.533346338
0.37039,2.459285701
0.37039,2.533346338
0.51065,2.639147249
0.51065,2.120722787
0.51065,0.004704578
0.51065,-0.312698154
0.61265,-0.302118063
0.61265,-0.503139793
0.61265,-0.249217608
0.61265,-0.058775969
0.66943,-0.228057426
0.66943,-0.143416697
0.66943,-0.185737061
0.66943,0.099925397
0.67322,-0.111676424
0.67322,0.121085579
0.67322,-0.06935606
0.67322,-0.397338882
0.62687,-0.407918973
0.62687,-0.407918973
0.62687,-0.450239338
0.62687,-0.397338882
0.52717,-0.206897243
0.52717,0.375007764
0.52717,0.036444851
0.52717,-0.153996788
0.39774,-0.122256515
0.39774,-0.206897243
0.39774,-0.217477334
0.39774,-0.164576879
0.24248,-0.450239338
0.24248,-0.439659246
0.24248,-0.513719884
0.24248,-0.291537972
0.084043,-0.312698154
0.084043,-0.164576879
0.084043,-0.048195878
0.084043,0.53370913
0.00026087,0.42790822
0.00026087,0.015284669
0.00026087,0.22688649
0.00026087,-0.027035696
0,0.417328129
0,-0.228057426
0,-0.566620339
0,-0.545460157
0,-0.57720043
0,-0.513719884
0,-0.249217608
0,-0.143416697
0,0.184566125
0,0.163405943
0,0.597189676
0,0.798211406
0,0.62892995
0,0.491388766
0,0.047024942
0,0.173986034
0,-0.323278245
0,-0.524299975
0,-0.302118063
0,-0.196317152
0,-0.429079155
0,-0.132836606
0,-0.196317152
0,-0.132836606
0,-0.185737061
0,0.195146216
0,-0.132836606
0,-0.503139793
0,-0.450239338
0,-0.524299975
0,-0.450239338
0,-0.291537972
0,-0.17515697
0,-0.460819429
0,-0.524299975
0,-0.418499064
0,0.3326874
0,0.618349858
0,0.819371588
0,0.554869312
0,0.195146216
0,0.13166567
0,-0.450239338
0,-0.513719884
0.0032435,-0.238637517
0.0032435,-0.228057426
0.0032435,-0.534880066
0.0032435,-0.196317152
0.028087,-0.17515697
0.028087,-0.196317152
0.028087,-0.291537972
0.028087,-0.217477334
0.064435,-0.3761787
0.064435,-0.481979611
0.064435,-0.481979611
0.064435,-0.450239338
0.089652,-0.3761787
0.089652,0.322107309
0.089652,0.438488311
0.089652,0.258626763
0.10004,-0.058775969
0.10004,-0.164576879
0.10004,-0.259797699
0.10004,-0.418499064
0.12026,-0.132836606
0.12026,-0.355018518
0.12026,-0.503139793
0.12026,-0.439659246
0.11213,-0.513719884
0.11213,-0.429079155
0.11213,-0.048195878
0.11213,-0.101096333
0.11013,-0.111676424
0.11013,-0.17515697
0.11013,-0.101096333
0.11013,-0.005875513
0.10539,0.099925397
0.10539,-0.143416697
0.10539,-0.503139793
0.10539,-0.450239338
0.081174,-0.503139793
0.081174,-0.439659246
0.081174,-0.3761787
0.081174,-0.17515697
0.046783,-0.333858336
0.046783,-0.185737061
0.046783,-0.027035696
0.046783,0.237466581
0.01713,0.269206854
0.01713,0.300947127
0.01713,0.015284669
0.01713,-0.17515697
0.00029565,-0.196317152
0.00029565,-0.3761787
0.00029565,-0.450239338
0.00029565,0.819371588
0,0.322107309
0,0.068185124
0,0.099925397
0,0.121085579
0,-0.111676424
0,-0.259797699
0,-0.238637517
0,-0.228057426
0,0.258626763
0,0.459648493
0,0.216306399
0,0.290367036
0,0.512548948
0,0.375007764
0,0.501968857
0,0.53370913
0,0.02586476
0,-0.090516242
0,-0.196317152
0,-0.344438427
0,-0.460819429
0,-0.513719884
0,-0.439659246
0,-0.503139793
0,-0.143416697
0,-0.17515697
0,-0.164576879
0,-0.122256515
0,-0.185737061
0,-0.429079155
0,-0.249217608
0,-0.217477334
0,-0.450239338
0,-0.524299975
0,-0.460819429
0,-0.407918973
0,0.554869312
0,0.84053177
0,0.544289221
0,0.258626763
0,0.745310951
0,-0.037615787
0,-0.418499064
0,-0.079936151
0.018783,-0.280957881
0.018783,-0.429079155
0.018783,-0.079936151
0.018783,-0.132836606
0.19139,-0.101096333
0.19139,-0.090516242
0.19139,-0.280957881
0.19139,-0.481979611
0.34109,-0.492559702
0.34109,-0.460819429
0.34109,-0.503139793
0.34109,-0.238637517
0.47539,0.089345306
0.47539,-0.079936151
0.47539,-0.228057426
0.47539,-0.481979611
0.60017,-0.47139952
0.60017,-0.386758791
0.60017,-0.090516242
0.60017,-0.429079155
0.64939,-0.355018518
0.64939,-0.132836606
0.64939,-0.196317152
0.64939,-0.005875513
0.63083,0.205726308
0.63083,-0.238637517
0.63083,-0.503139793
0.63083,-0.27037779
0.06013,-0.185737061
0.06013,-0.122256515
0.06013,0.004704578
0.06013,0.004704578
0.48648,-0.132836606
0.48648,-0.164576879
0.48648,-0.17515697
0.48648,-0.228057426
0.38561,-0.429079155
0.38561,-0.122256515
0.38561,-0.407918973
0.38561,-0.47139952
0.229,-0.450239338
0.229,-0.513719884
0.229,-0.323278245
0.229,0.152825852
0.081826,0.036444851
0.081826,-0.143416697
0.081826,-0.492559702
0.081826,-0.397338882
0.00034348,-0.503139793
0.00034348,-0.185737061
0.00034348,-0.280957881
0.00034348,-0.3761787
0,-0.143416697
0,0.216306399
0,0.787631315
0,-0.17515697
0,-0.164576879
0,-0.492559702
0,-0.47139952
0,0.110505488
0,0.142245761
0,0.554869312
0,0.798211406
0,0.597189676
0,0.290367036
0,0.121085579
0,0.195146216
0,0.121085579
0,0.099925397
0,-0.323278245
0,-0.249217608
0,-0.132836606
0,-0.206897243
0,-0.206897243
0,-0.249217608
0,-0.228057426
0,-0.460819429
0,-0.513719884
0,-0.450239338
0,-0.524299975
0,-0.005875513
0,0.121085579
0,-0.111676424
0,-0.302118063
0,-0.503139793
0,-0.460819429
0,-0.47139952
0,-0.132836606
0,0.163405943
0,0.22688649
0,0.544289221
0,0.470228584
0,0.512548948
0,0.42790822
0,0.015284669
0,-0.481979611
0.015478,-0.513719884
0.015478,-0.47139952
0.015478,-0.534880066
0.015478,0.02586476
0.051696,0.491388766
0.051696,0.110505488
0.051696,-0.429079155
0.051696,-0.153996788
0.099826,1.157934502
0.099826,1.147354411
0.099826,0.290367036
0.099826,-0.418499064
0.09187,-0.280957881
0.09187,-0.090516242
0.09187,-0.037615787
0.09187,-0.153996788
0.018,-0.016455605
0.018,-0.079936151
0.018,-0.228057426
0.018,-0.048195878
0.2023,-0.312698154
0.2023,-0.132836606
0.2023,0.480808675
0.2023,0.53370913
0.084696,0.724150769
0.084696,0.184566125
0.084696,0.290367036
0.084696,0.3326874
0.19583,-0.164576879
0.19583,-0.111676424
0.19583,0.480808675
0.19583,0.22688649
0.26757,-0.048195878
0.26757,-0.164576879
0.26757,-0.111676424
0.26757,0.121085579
0.36548,0.110505488
0.36548,0.057605033
0.36548,-0.058775969
0.36548,-0.027035696
0.32843,0.121085579
0.32843,0.047024942
0.32843,-0.153996788
0.32843,-0.143416697
0.12213,0.02586476
0.12213,0.110505488
0.12213,-0.058775969
0.12213,-0.196317152
0.0032696,-0.132836606
0.0032696,0.036444851
0.0032696,0.110505488
0.0032696,-0.079936151
0,-0.206897243
0,-0.122256515
0,-0.016455605
0,0.13166567
0,-0.048195878
0,-0.196317152
0,0.290367036
0,0.544289221
0,0.93575259
0,0.639510041
0,0.449068402
0,0.195146216
0,0.13166567
0,0.438488311
0,0.396167946
0,0.184566125
0,-0.323278245
0,-0.492559702
0,-0.386758791
0,0.470228584
0,-0.217477334
0,-0.450239338
0,-0.3761787
0,-0.450239338
0,-0.333858336
0,-0.164576879
0,-0.386758791
0,-0.460819429
0,-0.524299975
0,-0.460819429
0,-0.450239338
0,-0.037615787
0,-0.079936151
0,-0.122256515
0,-0.153996788
0,-0.090516242
0,0.438488311
0,0.861691953
0,0.808791497
0,0.480808675
0,0.544289221
0,0.269206854
0,-0.122256515
0,-0.259797699
0.052217,-0.206897243
0.052217,-0.47139952
0.052217,-0.534880066
0.052217,-0.460819429
0.24057,-0.534880066
0.24057,-0.407918973
0.24057,-0.217477334
0.24057,-0.323278245
0.43987,-0.503139793
0.43987,-0.503139793
0.43987,-0.429079155
0.43987,-0.513719884
0.59257,-0.259797699
0.59257,-0.164576879
0.59257,-0.429079155
0.59257,-0.503139793
0.71052,-0.481979611
0.71052,-0.47139952
0.71052,-0.344438427
0.71052,0.163405943
0.76748,-0.005875513
0.76748,-0.101096333
0.76748,-0.164576879
0.76748,-0.164576879
0.778,-0.122256515
0.778,-0.079936151
0.778,0.184566125
0.778,-0.090516242
0.72139,-0.111676424
0.72139,-0.238637517
0.72139,-0.481979611
0.72139,-0.47139952
0.62343,-0.280957881
0.62343,-0.164576879
0.62343,-0.524299975
0.62343,-0.450239338
0.46865,-0.524299975
0.46865,-0.450239338
0.46865,-0.333858336
0.46865,-0.005875513
0.29517,-0.228057426
0.29517,-0.524299975
0.29517,-0.450239338
0.29517,-0.460819429
0.10474,-0.503139793
0.10474,-0.429079155
0.10474,-0.206897243
0.10474,-0.132836606
0.00066087,-0.17515697
0.00066087,-0.143416697
0.00066087,-0.185737061
0.00066087,-0.153996788
0,-0.037615787
0,0.121085579
